,Lat,Lng
0,126.870242587286,37.5485922640411
1,126.828929289333,37.5511738839824
2,126.892201937771,37.5186636527721
3,126.838702750777,37.5119633992891
4,127.088116003682,37.4717696093503
5,127.040980521201,37.5145007522047
6,127.085383839812,37.4831592916235
7,127.047486715281,37.5175689359462
8,127.101540870536,37.4610465369667
9,127.09236666742,37.4808490788974
10,127.04631039276,37.4928059943729
11,127.102541254792,37.4742501650724
12,127.109766293616,37.4709019186514
13,127.104821314643,37.4678110775324
14,127.111605691158,37.4765487155437
15,127.046959597261,37.4989772734253
16,127.049979318614,37.4997216170335
17,127.079114775367,37.4932437695434
18,127.064711539967,37.5167310208717
19,127.064167282703,37.502256950384
20,127.060513370102,37.5004468659061
21,127.050674343873,37.488142210176
22,127.049734781209,37.4942068396456
23,127.058317239825,37.5011351676492
24,127.065797536254,37.515549475602
25,127.09580546288,37.4726550843713
26,127.048617116855,37.4968651846123
27,127.057697682666,37.4934361918055
28,127.065474666225,37.5015123626981
29,127.063972792252,37.5171348025177
30,127.064865470194,37.516316925353
31,127.049875942307,37.5139822270859
32,127.044610371945,37.5167641097685
33,127.051739053534,37.5147315113728
34,127.044328510674,37.5171821913927
35,127.046509909248,37.5165797525495
36,127.053823926161,37.5092121092573
37,127.082672775781,37.4852019134102
38,127.100502534024,37.4642296169066
39,127.102680316828,37.4645049858275
40,127.104164996083,37.4643876362108
41,127.092967002535,37.4667793397486
42,127.059549285144,37.5183982498328
43,127.038954823034,37.5095251011602
44,127.033632106831,37.5240486607851
45,127.051221687715,37.4966993800373
46,127.049878493722,37.4987776755024
47,127.050048075024,37.4975161048325
48,127.062277835539,37.5068833623495
49,127.056212003425,37.5247578108974
50,127.057249781197,37.5241014728573
51,127.054548840417,37.5213802819212
52,127.054005831296,37.4894751267354
53,127.053483219997,37.4880695220981
54,127.052530150983,37.4877632466167
55,127.118461427396,37.4702552460142
56,127.044921321564,37.5014708794326
57,127.148276995511,37.5378612798048
58,127.125075239575,37.5294553997573
59,127.135570329381,37.5238225609197
60,127.133115595362,37.5366048791746
61,127.177260246293,37.5627330061505
62,127.179997616634,37.5592084943697
63,127.180089686606,37.5626642128899
64,127.175106641578,37.5655171416703
65,127.178137155501,37.5685142719635
66,127.178358990921,37.5652765727484
67,127.135385681914,37.5311316950152
68,127.171346232915,37.5616354948966
69,127.174785524346,37.5513683747695
70,127.153744243632,37.5591838811941
71,127.146363375022,37.5447065746306
72,127.124975762766,37.540555377209
73,127.145070787029,37.5341381859815
74,127.14290437509,37.55104077333
75,127.154720559859,37.551044532043
76,127.125981133302,37.5299439507419
77,127.142547152953,37.5276463957348
78,127.131142064853,37.5549810597581
79,127.143165938025,37.5288078485418
80,127.136262926344,37.5449887814005
81,127.133831889947,37.556149517849
82,127.131306275868,37.5560117079515
83,127.124440988259,37.5389750482546
84,127.14225531407,37.5457145865749
85,127.024944816683,37.6305693318587
86,127.024944816683,37.6305693318587
87,127.019405125903,37.6259766933665
88,127.025708332062,37.6136767350618
89,127.0365800774,37.6148255996037
90,127.037518381078,37.6263821831818
91,127.027039148071,37.6386747667765
92,126.848122676088,37.5664712080638
93,126.817874559596,37.5569083220092
94,126.830206010388,37.554378050436
95,126.824912207374,37.5528192530167
96,126.827067848467,37.5519895481685
97,126.825821922696,37.5498753287677
98,126.821917682228,37.5476628719782
99,126.820813156139,37.5594146140987
100,126.821411028637,37.5688249730513
101,126.819718473444,37.5685321902282
